"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"66509.0589833";"Engine RPM x1000";"2.9";"rpm";"46.5940167";"-72.8746781";
"66509.1193824";"Average speed";"20.68108889349448";"km/h";"46.5940167";"-72.8746781";
"66509.1193824";"Distance travelled";"0.10070482802777778";"km";"46.5940167";"-72.8746781";
"66509.1193824";"Distance travelled (Today)";"128.263479";"km";"46.5940167";"-72.8746781";
"66509.1193824";"Distance travelled (total)";"168.882051";"km";"46.5940167";"-72.8746781";
"66509.1193824";"Distance travelled (Week)";"150.685792";"km";"46.5940167";"-72.8746781";
"66509.1193824";"Vehicle speed";"52";"km/h";"46.5940167";"-72.8746781";
"66509.1790656";"Relative throttle position";"16.07843137254902";"%";"46.5940167";"-72.8746781";
"66509.2384448";"Timing advance";"14.5";"°";"46.5940167";"-72.8746781";
"66509.2987854";"Calculated engine load value";"86.27450980392157";"%";"46.5940167";"-72.8746781";
"66509.3585849";"MAF air flow rate";"48.980000000000004";"g/sec";"46.5940167";"-72.8746781";
"66509.3585849";"Power from MAF";"58.776";"hp";"46.5940167";"-72.8746781";
"66509.4188945";"Calculated boost";"-0.21";"bar";"46.5940167";"-72.8746781";
"66509.4188945";"Intake manifold absolute pressure";"77";"kPa";"46.5940167";"-72.8746781";
"66509.538916";"Actual Gear Ratio";"1.2265812161440452";"";"46.5940167";"-72.8746781";
"66509.5991812";"Target Gear Ratio";"0.003906309605554284";"";"46.5940167";"-72.8746781";
"66509.7190749";"[ABS] Front left wheel speed";"56.19375";"km/h";"46.5940167";"-72.8746781";
"66509.7787812";"[ABS] Front right wheel speed";"56.5875";"km/h";"46.5940167";"-72.8746781";
"66509.839035";"[ABS] Rear left wheel speed";"56.925";"km/h";"46.5940167";"-72.8746781";
"66509.897822";"[ABS] Rear right wheel speed";"57.2625";"km/h";"46.5940167";"-72.8746781";
"66509.9580187";"[ABS] Steering angle sensor";"0";"°";"46.5940167";"-72.8746781";
"66510.018541";"Altitude (GPS)";"245.2";"m";"46.5941476";"-72.8747384";
"66510.018541";"Average speed (GPS)";"22.081113182604422";"km/h";"46.5941476";"-72.8747384";
"66510.018541";"Speed (GPS)";"54.26360000000001";"km/h";"46.5941476";"-72.8747384";
"66510.0789817";"AT/CVT Temperature v.1";"78";"℃";"46.5941476";"-72.8747384";
"66510.1379037";"Primary Pulley Speed";"3175";"rpm";"46.5941476";"-72.8747384";
"66510.1984017";"Secondary Pulley Speed";"2616";"rpm";"46.5941476";"-72.8747384";
"66510.2580469";"Turbine Speed";"3136";"rpm";"46.5941476";"-72.8747384";
"66510.3186138";"Lock Up Duty Ratio";"95.5";"%";"46.5941476";"-72.8747384";
"66510.4384812";"Engine oil temperature";"89";"℃";"46.5941476";"-72.8747384";
"66510.4987076";"Intake air temperature";"-6";"℃";"46.5941476";"-72.8747384";
"66510.5579787";"Barometric pressure";"98";"kPa";"46.5941476";"-72.8747384";
"66510.6781296";"Battery Terminal Voltage";"14.602";"V";"46.5941476";"-72.8747384";
"66510.7973194";"AWD Solenoid Actual Current";"325";"mA";"46.5941476";"-72.8747384";
"66510.8589534";"AWD Solenoid Set Current";"324";"mA";"46.5941476";"-72.8747384";
"66510.9781861";"Short term fuel % trim - Bank 1";"-2.34375";"%";"46.5941476";"-72.8747384";
"66511.0082379";"Altitude (GPS)";"244.9";"m";"46.5942906";"-72.8748032";
"66511.0082379";"Average speed (GPS)";"23.93899151652818";"km/h";"46.5942906";"-72.8748032";
"66511.0082379";"Speed (GPS)";"59.264";"km/h";"46.5942906";"-72.8748032";
"66511.038924";"Long term fuel % trim - Bank 1";"1.5625";"%";"46.5942906";"-72.8748032";
"66511.1588082";"Knocking Correction";"0";"°";"46.5942906";"-72.8748032";
"66511.2787362";"Engine RPM";"2160";"rpm";"46.5942906";"-72.8748032";
"66511.2787362";"Engine RPM x1000";"2.2";"rpm";"46.5942906";"-72.8748032";
"66511.3395917";"Average speed";"25.327430093809745";"km/h";"46.5942906";"-72.8748032";
"66511.3395917";"Distance travelled";"0.13895543525";"km";"46.5942906";"-72.8748032";
"66511.3395917";"Distance travelled (Today)";"128.30173";"km";"46.5942906";"-72.8748032";
"66511.3395917";"Distance travelled (total)";"168.920302";"km";"46.5942906";"-72.8748032";
"66511.3395917";"Distance travelled (Week)";"150.724043";"km";"46.5942906";"-72.8748032";
"66511.3395917";"Vehicle acceleration";"0.18882390273168023";"g";"46.5942906";"-72.8748032";
"66511.3395917";"Vehicle speed";"62";"km/h";"46.5942906";"-72.8748032";
"66511.3992247";"Relative throttle position";"11.372549019607844";"%";"46.5942906";"-72.8748032";
"66511.4591183";"Timing advance";"19";"°";"46.5942906";"-72.8748032";
"66511.5190174";"Calculated engine load value";"74.90196078431373";"%";"46.5942906";"-72.8748032";
"66511.6000652";"Engine RPM";"2057";"rpm";"46.5942906";"-72.8748032";
"66511.6000652";"Engine RPM x1000";"2.1";"rpm";"46.5942906";"-72.8748032";
"66511.6906389";"Average speed";"25.989643706620097";"km/h";"46.5942906";"-72.8748032";
"66511.6906389";"Distance travelled";"0.145139867";"km";"46.5942906";"-72.8748032";
"66511.6906389";"Distance travelled (Today)";"128.307914";"km";"46.5942906";"-72.8748032";
"66511.6906389";"Distance travelled (total)";"168.926486";"km";"46.5942906";"-72.8748032";
"66511.6906389";"Distance travelled (Week)";"150.730227";"km";"46.5942906";"-72.8748032";
"66511.6906389";"Vehicle acceleration";"0.19226409206909573";"g";"46.5942906";"-72.8748032";
"66511.6906389";"Vehicle speed";"63";"km/h";"46.5942906";"-72.8748032";
"66511.7799199";"Relative throttle position";"12.156862745098039";"%";"46.5942906";"-72.8748032";
"66511.8705126";"Timing advance";"15.5";"°";"46.5942906";"-72.8748032";
"66511.9674849";"Calculated engine load value";"77.25490196078431";"%";"46.5942906";"-72.8748032";
"66511.9961577";"Altitude (GPS)";"244.7";"m";"46.5944422";"-72.8748714";
"66511.9961577";"Average speed (GPS)";"25.784335703331255";"km/h";"46.5944422";"-72.8748714";
"66511.9961577";"Speed (GPS)";"62.7828";"km/h";"46.5944422";"-72.8748714";
"66512.0503153";"MAF air flow rate";"30.14";"g/sec";"46.5944422";"-72.8748714";
"66512.0503153";"Power from MAF";"36.168";"hp";"46.5944422";"-72.8748714";
"66512.1415252";"Calculated boost";"-0.23";"bar";"46.5944422";"-72.8748714";
"66512.1415252";"Intake manifold absolute pressure";"75";"kPa";"46.5944422";"-72.8748714";
"66512.2901503";"Actual Gear Ratio";"0.7070420386053254";"";"46.5944422";"-72.8748714";
"66512.3799422";"Target Gear Ratio";"0";"";"46.5944422";"-72.8748714";
"66512.5303889";"[ABS] Front left wheel speed";"66.15";"km/h";"46.5944422";"-72.8748714";
"66512.6204405";"[ABS] Front right wheel speed";"66.375";"km/h";"46.5944422";"-72.8748714";
"66512.7095156";"[ABS] Rear left wheel speed";"66.6";"km/h";"46.5944422";"-72.8748714";
"66512.8008515";"[ABS] Rear right wheel speed";"66.825";"km/h";"46.5944422";"-72.8748714";
"66512.8900788";"[ABS] Steering angle sensor";"2";"°";"46.5944422";"-72.8748714";
"66513.0011457";"Altitude (GPS)";"244.6";"m";"46.5946024";"-72.8749434";
"66513.0011457";"Average speed (GPS)";"27.652176743029244";"km/h";"46.5946024";"-72.8749434";
"66513.0011457";"Speed (GPS)";"66.30160000000001";"km/h";"46.5946024";"-72.8749434";
"66513.0405688";"AT/CVT Temperature v.1";"78";"℃";"46.5946024";"-72.8749434";
"66513.1915042";"Engine RPM";"2074";"rpm";"46.5946024";"-72.8749434";
"66513.1915042";"Engine RPM x1000";"2.1";"rpm";"46.5946024";"-72.8749434";
"66513.2799491";"Average speed";"29.060225925177235";"km/h";"46.5946024";"-72.8749434";
"66513.2799491";"Distance travelled";"0.17508474933333334";"km";"46.5946024";"-72.8749434";
"66513.2799491";"Distance travelled (Today)";"128.337859";"km";"46.5946024";"-72.8749434";
"66513.2799491";"Distance travelled (total)";"168.956431";"km";"46.5946024";"-72.8749434";
"66513.2799491";"Distance travelled (Week)";"150.760172";"km";"46.5946024";"-72.8749434";
"66513.2799491";"Vehicle acceleration";"0.14510883488620244";"g";"46.5946024";"-72.8749434";
"66513.2799491";"Vehicle speed";"68";"km/h";"46.5946024";"-72.8749434";
"66513.3715661";"Relative throttle position";"12.156862745098039";"%";"46.5946024";"-72.8749434";
"66513.4611027";"Timing advance";"15";"°";"46.5946024";"-72.8749434";
"66513.5499931";"Calculated engine load value";"77.25490196078431";"%";"46.5946024";"-72.8749434";
"66513.641111";"MAF air flow rate";"30.77";"g/sec";"46.5946024";"-72.8749434";
"66513.641111";"Power from MAF";"36.924";"hp";"46.5946024";"-72.8749434";
"66513.7299897";"Calculated boost";"-0.23";"bar";"46.5946024";"-72.8749434";
"66513.7299897";"Intake manifold absolute pressure";"75";"kPa";"46.5946024";"-72.8749434";
"66513.8805551";"Actual Gear Ratio";"0.6718852521553369";"";"46.5946024";"-72.8749434";
"66513.9716841";"Target Gear Ratio";"0";"";"46.5946024";"-72.8749434";
"66514.0091068";"Altitude (GPS)";"244.4";"m";"46.5947675";"-72.8750185";
"66514.0091068";"Average speed (GPS)";"29.45843474529477";"km/h";"46.5947675";"-72.8750185";
"66514.0091068";"Speed (GPS)";"68.52400000000002";"km/h";"46.5947675";"-72.8750185";
"66514.1206885";"[ABS] Front left wheel speed";"70.03125";"km/h";"46.5947675";"-72.8750185";
"66514.2113644";"[ABS] Front right wheel speed";"70.36875";"km/h";"46.5947675";"-72.8750185";
"66514.3011238";"[ABS] Rear left wheel speed";"70.3125";"km/h";"46.5947675";"-72.8750185";
"66514.3896787";"[ABS] Rear right wheel speed";"70.425";"km/h";"46.5947675";"-72.8750185";
"66514.4805429";"[ABS] Steering angle sensor";"2";"°";"46.5947675";"-72.8750185";
"66514.6299409";"AT/CVT Temperature v.1";"78";"℃";"46.5947675";"-72.8750185";
"66514.7207834";"Primary Pulley Speed";"1954";"rpm";"46.5947675";"-72.8750185";
"66514.810849";"Secondary Pulley Speed";"3157";"rpm";"46.5947675";"-72.8750185";
"66514.9007595";"Turbine Speed";"1920";"rpm";"46.5947675";"-72.8750185";
"66514.9989555";"Lock Up Duty Ratio";"95.5";"%";"46.5947675";"-72.8750185";
"66515.015747";"Altitude (GPS)";"244.3";"m";"46.5949331";"-72.8750986";
"66515.015747";"Average speed (GPS)";"31.195839072223027";"km/h";"46.5949331";"-72.8750986";
"66515.015747";"Speed (GPS)";"70.56120000000001";"km/h";"46.5949331";"-72.8750986";
"66515.1509729";"Engine coolant temperature";"87";"℃";"46.5949331";"-72.8750986";
"66515.2323769";"Engine oil temperature";"90";"℃";"46.5949331";"-72.8750986";
"66515.3206916";"Intake air temperature";"-6";"℃";"46.5949331";"-72.8750986";
"66515.4096594";"Barometric pressure";"98";"kPa";"46.5949331";"-72.8750986";
"66515.561329";"Battery Terminal Voltage";"14.595";"V";"46.5949331";"-72.8750986";
"66515.7115482";"AWD Solenoid Actual Current";"304";"mA";"46.5949331";"-72.8750986";
"66515.8006889";"AWD Solenoid Set Current";"305";"mA";"46.5949331";"-72.8750986";
"66515.9566085";"Short term fuel % trim - Bank 1";"-2.34375";"%";"46.5949331";"-72.8750986";
"66516.0387604";"Altitude (GPS)";"244.2";"m";"46.5951008";"-72.8751795";
"66516.0387604";"Altitude (GPS)";"244.1";"m";"46.5952694";"-72.8752602";
"66516.0387604";"Average speed (GPS)";"32.84773462924006";"km/h";"46.5951008";"-72.8751795";
"66516.0387604";"Speed (GPS)";"71.30200000000002";"km/h";"46.5951008";"-72.8751795";
"66516.0407427";"Long term fuel % trim - Bank 1";"1.5625";"%";"46.5951008";"-72.8751795";
"66516.1900283";"Knocking Correction";"0";"°";"46.5951008";"-72.8751795";
"66516.280326";"OCV Duty Left";"55.68627450980392";"%";"46.5951008";"-72.8751795";
"66516.3708109";"Learned Ignition Timing";"0";"°";"46.5951008";"-72.8751795";
"66516.4616789";"A/F Sensor #1";"1.0067058823529411";"";"46.5951008";"-72.8751795";
"66516.6107283";"Fuel/Air commanded equivalence ratio";"14.63558604";"";"46.5951008";"-72.8751795";
"66516.6787807";"Engine RPM";"1846";"rpm";"46.5951008";"-72.8751795";
"66516.6787807";"Engine RPM x1000";"1.8";"rpm";"46.5951008";"-72.8751795";
"66516.7392514";"Average speed";"34.8316965182683";"km/h";"46.5951008";"-72.8751795";
"66516.7392514";"Distance travelled";"0.24334470944444447";"km";"46.5951008";"-72.8751795";
"66516.7392514";"Distance travelled (Today)";"128.406119";"km";"46.5951008";"-72.8751795";
"66516.7392514";"Distance travelled (total)";"169.024691";"km";"46.5951008";"-72.8751795";
"66516.7392514";"Distance travelled (Week)";"150.828432";"km";"46.5951008";"-72.8751795";
"66516.7392514";"Vehicle acceleration";"0.07062897759127645";"g";"46.5951008";"-72.8751795";
"66516.7392514";"Vehicle speed";"71";"km/h";"46.5951008";"-72.8751795";
"66516.8283072";"Relative throttle position";"3.1372549019607843";"%";"46.5951008";"-72.8751795";
"66516.8891974";"Timing advance";"13.5";"°";"46.5951008";"-72.8751795";
"66516.9488875";"Calculated engine load value";"20";"%";"46.5951008";"-72.8751795";
"66517.0096647";"MAF air flow rate";"6.91";"g/sec";"46.5951008";"-72.8751795";
"66517.0096647";"Power from MAF";"8.292";"hp";"46.5951008";"-72.8751795";
"66517.0690385";"Calculated boost";"-0.71";"bar";"46.5952694";"-72.8752602";
"66517.0690385";"Intake manifold absolute pressure";"27";"kPa";"46.5952694";"-72.8752602";
"66517.1889967";"Actual Gear Ratio";"0.5781338216220341";"";"46.5952694";"-72.8752602";
"66517.248049";"Target Gear Ratio";"0";"";"46.5952694";"-72.8752602";
"66517.3694624";"[ABS] Front left wheel speed";"70.7625";"km/h";"46.5952694";"-72.8752602";
"66517.4279569";"[ABS] Front right wheel speed";"70.70625";"km/h";"46.5952694";"-72.8752602";
"66517.4893079";"[ABS] Rear left wheel speed";"70.5375";"km/h";"46.5952694";"-72.8752602";
"66517.548589";"[ABS] Rear right wheel speed";"70.70625";"km/h";"46.5952694";"-72.8752602";
"66517.6083369";"[ABS] Steering angle sensor";"2";"°";"46.5952694";"-72.8752602";
"66517.7283125";"AT/CVT Temperature v.1";"78";"℃";"46.5952694";"-72.8752602";
"66517.7886892";"Primary Pulley Speed";"1816";"rpm";"46.5952694";"-72.8752602";
"66517.8490323";"Secondary Pulley Speed";"3140";"rpm";"46.5952694";"-72.8752602";
"66517.9090369";"Turbine Speed";"1792";"rpm";"46.5952694";"-72.8752602";
"66517.9694812";"Lock Up Duty Ratio";"95.5";"%";"46.5952694";"-72.8752602";
"66518.0346961";"Altitude (GPS)";"244";"m";"46.5954363";"-72.8753410";
"66518.0346961";"Altitude (GPS)";"243.9";"m";"46.5956042";"-72.8754210";
"66518.0346961";"Average speed (GPS)";"35.65295776185514";"km/h";"46.5954363";"-72.8753410";
"66518.0346961";"Speed (GPS)";"70.56120000000001";"km/h";"46.5954363";"-72.8753410";
"66518.088643";"Engine oil temperature";"89";"℃";"46.5954363";"-72.8753410";
"66518.1486807";"Intake air temperature";"-6";"℃";"46.5954363";"-72.8753410";
"66518.2082734";"Barometric pressure";"98";"kPa";"46.5954363";"-72.8753410";
"66518.3288709";"Battery Terminal Voltage";"14.597";"V";"46.5954363";"-72.8753410";
"66518.4490198";"AWD Solenoid Actual Current";"305";"mA";"46.5954363";"-72.8753410";
"66518.5082731";"AWD Solenoid Set Current";"306";"mA";"46.5954363";"-72.8753410";
"66518.6282555";"Short term fuel % trim - Bank 1";"-4.6875";"%";"46.5954363";"-72.8753410";
"66518.6889997";"Long term fuel % trim - Bank 1";"1.5625";"%";"46.5954363";"-72.8753410";
"66518.8089741";"Knocking Correction";"0";"°";"46.5954363";"-72.8753410";
"66518.8891625";"OCV Duty Left";"56.07843137254902";"%";"46.5954363";"-72.8753410";
"66518.9822548";"Learned Ignition Timing";"0";"°";"46.5954363";"-72.8753410";
"66519.0745873";"A/F Sensor #1";"1.0067058823529411";"";"46.5956042";"-72.8754210";
"66519.2207882";"Fuel/Air commanded equivalence ratio";"14.644962960000003";"";"46.5956042";"-72.8754210";
"66519.2889484";"Engine RPM";"1843";"rpm";"46.5956042";"-72.8754210";
"66519.2889484";"Engine RPM x1000";"1.8";"rpm";"46.5956042";"-72.8754210";
"66519.3491823";"Average speed";"38.22998308192762";"km/h";"46.5956042";"-72.8754210";
"66519.3491823";"Distance travelled";"0.2947832884166667";"km";"46.5956042";"-72.8754210";
"66519.3491823";"Distance travelled (Today)";"128.457558";"km";"46.5956042";"-72.8754210";
"66519.3491823";"Distance travelled (total)";"169.07613";"km";"46.5956042";"-72.8754210";
"66519.3491823";"Distance travelled (Week)";"150.879871";"km";"46.5956042";"-72.8754210";
"66519.3491823";"Vehicle acceleration";"0.03182797548285203";"g";"46.5956042";"-72.8754210";
"66519.3491823";"Vehicle speed";"71";"km/h";"46.5956042";"-72.8754210";
"66519.4089665";"Relative throttle position";"6.666666666666667";"%";"46.5956042";"-72.8754210";
"66519.4691376";"Timing advance";"19";"°";"46.5956042";"-72.8754210";
"66519.5287923";"Calculated engine load value";"41.96078431372549";"%";"46.5956042";"-72.8754210";
"66519.5889818";"MAF air flow rate";"14.02";"g/sec";"46.5956042";"-72.8754210";
"66519.5889818";"Power from MAF";"16.823999999999998";"hp";"46.5956042";"-72.8754210";
"66519.6486376";"Calculated boost";"-0.47000000000000003";"bar";"46.5956042";"-72.8754210";
"66519.6486376";"Intake manifold absolute pressure";"51";"kPa";"46.5956042";"-72.8754210";
"66519.7688328";"Actual Gear Ratio";"0.5820401312275884";"";"46.5956042";"-72.8754210";
"66519.829324";"Target Gear Ratio";"0";"";"46.5956042";"-72.8754210";
"66519.9490968";"[ABS] Front left wheel speed";"71.26875";"km/h";"46.5956042";"-72.8754210";
"66520.0076128";"[ABS] Front right wheel speed";"71.2125";"km/h";"46.5956042";"-72.8754210";
"66520.0139582";"Altitude (GPS)";"243.8";"m";"46.5959449";"-72.8755801";
"66520.0139582";"Average speed (GPS)";"38.10182371869621";"km/h";"46.5957744";"-72.8755010";
"66520.0139582";"Speed (GPS)";"71.30200000000002";"km/h";"46.5957744";"-72.8755010";
"66520.0691408";"[ABS] Rear left wheel speed";"71.15625";"km/h";"46.5957744";"-72.8755010";
"66520.1283377";"[ABS] Rear right wheel speed";"71.15625";"km/h";"46.5957744";"-72.8755010";
"66520.188344";"[ABS] Steering angle sensor";"0";"°";"46.5957744";"-72.8755010";
"66520.3734248";"AT/CVT Temperature v.1";"78";"℃";"46.5957744";"-72.8755010";
"66520.4588115";"Primary Pulley Speed";"1872";"rpm";"46.5957744";"-72.8755010";
"66520.5252114";"Secondary Pulley Speed";"3186";"rpm";"46.5957744";"-72.8755010";
"66520.5787924";"Turbine Speed";"1856";"rpm";"46.5957744";"-72.8755010";
"66520.6379073";"Lock Up Duty Ratio";"95.5";"%";"46.5957744";"-72.8755010";
"66520.757937";"Engine coolant temperature";"88";"℃";"46.5957744";"-72.8755010";
"66520.8185086";"Engine oil temperature";"89";"℃";"46.5957744";"-72.8755010";
"66520.8944912";"Intake air temperature";"-6";"℃";"46.5957744";"-72.8755010";
"66521.0645759";"Barometric pressure";"98";"kPa";"46.5959449";"-72.8755801";
"66521.2184805";"Battery Terminal Voltage";"14.597";"V";"46.5959449";"-72.8755801";
"66521.370863";"AWD Solenoid Actual Current";"307";"mA";"46.5959449";"-72.8755801";
"66521.4251016";"AWD Solenoid Set Current";"309";"mA";"46.5959449";"-72.8755801";
"66521.5386875";"Short term fuel % trim - Bank 1";"2.34375";"%";"46.5959449";"-72.8755801";
"66521.6284722";"Long term fuel % trim - Bank 1";"1.5625";"%";"46.5959449";"-72.8755801";
"66521.7492415";"Knocking Correction";"0";"°";"46.5959449";"-72.8755801";
"66521.9529927";"OCV Duty Left";"55.68627450980392";"%";"46.5959449";"-72.8755801";
